"term","categories","category_count","wikipedia_en","wikipedia_he","selected_anchor_text","hebrew_term","chavrutai_search_url","wiki_match_source","variant_names"
"Rav Shmuel from Difti","names","1","","","","","https://chavrutai.com/search?q=Rav%20Shmuel%20from%20Difti","",""
"Rav Shmuel of Cappadocia","names","1","","","","","https://chavrutai.com/search?q=Rav%20Shmuel%20of%20Cappadocia","",""
"Rav Shmuel, son of Bisna","names","1","","","","","https://chavrutai.com/search?q=Rav%20Shmuel%2C%20son%20of%20Bisna","",""
"Rav Shmuel, son of Rabba","names","1","","","","","https://chavrutai.com/search?q=Rav%20Shmuel%2C%20son%20of%20Rabba","",""
"Rav Shmuel, son of Rabba bar bar Ḥana","names","1","","","","","https://chavrutai.com/search?q=Rav%20Shmuel%2C%20son%20of%20Rabba%20bar%20bar%20%E1%B8%A4ana","",""
"Rav Shmuel, son of Rabbi Abbahu","names","1","","","","","https://chavrutai.com/search?q=Rav%20Shmuel%2C%20son%20of%20Rabbi%20Abbahu","",""
"Rav Shmuel, son of Rav Ika","names","1","","","","","https://chavrutai.com/search?q=Rav%20Shmuel%2C%20son%20of%20Rav%20Ika","",""
"Rav Shmuel, son of Rav Yitzḥak","names","1","","","","","https://chavrutai.com/search?q=Rav%20Shmuel%2C%20son%20of%20Rav%20Yitz%E1%B8%A5ak","",""
"Rav Sima, son of Rav Ashi","names","1","","","","","https://chavrutai.com/search?q=Rav%20Sima%2C%20son%20of%20Rav%20Ashi","",""
"Rav Sima, son of Rav Idi","names","1","","","","","https://chavrutai.com/search?q=Rav%20Sima%2C%20son%20of%20Rav%20Idi","",""
"Rav Simai","names","1","","","","","https://chavrutai.com/search?q=Rav%20Simai","",""
"Rav Simai bar Ḥilkai","names","1","","","","","https://chavrutai.com/search?q=Rav%20Simai%20bar%20%E1%B8%A4ilkai","",""
"Rav Simi","names","1","","","","","https://chavrutai.com/search?q=Rav%20Simi","",""
"Rav Simon","names","1","","","","","https://chavrutai.com/search?q=Rav%20Simon","",""
"Rav Taḥalifa bar Avdimi","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ta%E1%B8%A5alifa%20bar%20Avdimi","",""
"Rav Taḥalifa bar Avimi","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ta%E1%B8%A5alifa%20bar%20Avimi","",""
"Rav Taḥalifa bar Shmuel","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ta%E1%B8%A5alifa%20bar%20Shmuel","",""
"Rav Taḥalifa from the West","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ta%E1%B8%A5alifa%20from%20the%20West","","Rav Taḥalifa, from the West"
"Rav Taḥalifa of the West","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ta%E1%B8%A5alifa%20of%20the%20West","",""
"Rav Taḥalifa, from the West","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ta%E1%B8%A5alifa%2C%20from%20the%20West","","Rav Taḥalifa from the West"
"Rav Taḥlifa","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ta%E1%B8%A5lifa","",""
"Rav Taḥlifa bar Avdimi","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ta%E1%B8%A5lifa%20bar%20Avdimi","",""
"Rav Taḥlifa bar Avimi","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ta%E1%B8%A5lifa%20bar%20Avimi","",""
"Rav Taḥlifa bar Avina","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ta%E1%B8%A5lifa%20bar%20Avina","",""
"Rav Taḥlifa bar Avudimi","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ta%E1%B8%A5lifa%20bar%20Avudimi","",""
"Rav Taḥlifa bar Gazza","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ta%E1%B8%A5lifa%20bar%20Gazza","",""
"Rav Taḥlifa bar Giza","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ta%E1%B8%A5lifa%20bar%20Giza","",""
"Rav Taḥlifa bar Shaul","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ta%E1%B8%A5lifa%20bar%20Shaul","",""
"Rav Taḥlifa ben Shaul","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ta%E1%B8%A5lifa%20ben%20Shaul","",""
"Rav Taḥlifa from the West","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ta%E1%B8%A5lifa%20from%20the%20West","","Rav Taḥlifa, from the West"
"Rav Taḥlifa, brother Ravnai Ḥoza’a","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ta%E1%B8%A5lifa%2C%20brother%20Ravnai%20%E1%B8%A4oza%E2%80%99a","",""
"Rav Taḥlifa, father of Rav Huna","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ta%E1%B8%A5lifa%2C%20father%20of%20Rav%20Huna","",""
"Rav Taḥlifa, father of Rav Huna bar Taḥlifa","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ta%E1%B8%A5lifa%2C%20father%20of%20Rav%20Huna%20bar%20Ta%E1%B8%A5lifa","",""
"Rav Taḥlifa, from the West","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ta%E1%B8%A5lifa%2C%20from%20the%20West","","Rav Taḥlifa from the West"
"Rav Tanḥum","names","1","","","","","https://chavrutai.com/search?q=Rav%20Tan%E1%B8%A5um","",""
"Rav Tavi bar Kisna","names","1","","","","","https://chavrutai.com/search?q=Rav%20Tavi%20bar%20Kisna","",""
"Rav Tavla","names","1","","","","","https://chavrutai.com/search?q=Rav%20Tavla","",""
"Rav Tavot","names","1","","","","","https://chavrutai.com/search?q=Rav%20Tavot","",""
"Rav Tavut","names","1","","","","","https://chavrutai.com/search?q=Rav%20Tavut","",""
"Rav Tavyomei","names","1","","","","","https://chavrutai.com/search?q=Rav%20Tavyomei","",""
"Rav Tavyomi","names","1","","","","","https://chavrutai.com/search?q=Rav%20Tavyomi","",""
"Rav Tavyumei","names","1","","","","","https://chavrutai.com/search?q=Rav%20Tavyumei","",""
"Rav Tavyumei bar Kisna","names","1","","","","","https://chavrutai.com/search?q=Rav%20Tavyumei%20bar%20Kisna","",""
"Rav Tovi","names","1","","","","","https://chavrutai.com/search?q=Rav%20Tovi","",""
"Rav Tovi bar Kisna","names","1","","","","","https://chavrutai.com/search?q=Rav%20Tovi%20bar%20Kisna","",""
"Rav Tovi bar Mattana","names","1","","","","","https://chavrutai.com/search?q=Rav%20Tovi%20bar%20Mattana","",""
"Rav Tovi bar Rav Ketina","names","1","","","","","https://chavrutai.com/search?q=Rav%20Tovi%20bar%20Rav%20Ketina","",""
"Rav Tovi bar Rav Mattana","names","1","","","","","https://chavrutai.com/search?q=Rav%20Tovi%20bar%20Rav%20Mattana","",""
"Rav Tovi, son of Rabbi Neḥemya","names","1","","","","","https://chavrutai.com/search?q=Rav%20Tovi%2C%20son%20of%20Rabbi%20Ne%E1%B8%A5emya","",""
"Rav Toviya","names","1","","","","","https://chavrutai.com/search?q=Rav%20Toviya","",""
"Rav Toviya bar Mattana","names","1","","","","","https://chavrutai.com/search?q=Rav%20Toviya%20bar%20Mattana","",""
"Rav Tuvi bar Kisna","names","1","","","","","https://chavrutai.com/search?q=Rav%20Tuvi%20bar%20Kisna","",""
"Rav Tuvi bar Mattana","names","1","","","","","https://chavrutai.com/search?q=Rav%20Tuvi%20bar%20Mattana","",""
"Rav Tuvi bar Rav Kisna","names","1","","","","","https://chavrutai.com/search?q=Rav%20Tuvi%20bar%20Rav%20Kisna","",""
"Rav Tuvi bar Rav Mattana","names","1","","","","","https://chavrutai.com/search?q=Rav%20Tuvi%20bar%20Rav%20Mattana","",""
"Rav Tzadok ben Ḥaluka","names","1","","","","","https://chavrutai.com/search?q=Rav%20Tzadok%20ben%20%E1%B8%A4aluka","",""
"Rav Ukva","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ukva","",""
"Rav Ukva bar Abba","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ukva%20bar%20Abba","",""
"Rav Ukva bar Ḥama","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ukva%20bar%20%E1%B8%A4ama","",""
"Rav Ukva bar Ḥinana from Perishna","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ukva%20bar%20%E1%B8%A4inana%20from%20Perishna","",""
"Rav Ukva from Meishan","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ukva%20from%20Meishan","",""
"Rav Ulla","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ulla","",""
"Rav Ulla bar Abba","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ulla%20bar%20Abba","",""
"Rav Ulla, son of Rav Idi","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ulla%2C%20son%20of%20Rav%20Idi","",""
"Rav Ulla, son of Rav Ilai","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ulla%2C%20son%20of%20Rav%20Ilai","",""
"Rav Ya’akov","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ya%E2%80%99akov","","Rav Yaakov"
"Rav Ya’akov bar Abba","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ya%E2%80%99akov%20bar%20Abba","",""
"Rav Ya’akov bar Aḥa","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ya%E2%80%99akov%20bar%20A%E1%B8%A5a","",""
"Rav Ya’akov bar Avuh","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ya%E2%80%99akov%20bar%20Avuh","",""
"Rav Ya’akov bar Idi","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ya%E2%80%99akov%20bar%20Idi","",""
"Rav Ya’akov from Nehar Pekod","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ya%E2%80%99akov%20from%20Nehar%20Pekod","","Rav Yaakov from Nehar Pekod"
"Rav Ya’akov of Nehar Pekod","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ya%E2%80%99akov%20of%20Nehar%20Pekod","",""
"Rav Ya’akov of Pekod","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ya%E2%80%99akov%20of%20Pekod","",""
"Rav Ya’akov, son of Rav Aḥa bar Ya’akov","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ya%E2%80%99akov%2C%20son%20of%20Rav%20A%E1%B8%A5a%20bar%20Ya%E2%80%99akov","",""
"Rav Ya’akov, son of Shmuel","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ya%E2%80%99akov%2C%20son%20of%20Shmuel","",""
"Rav Ya’akov, son of Shmuel’s daughter","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ya%E2%80%99akov%2C%20son%20of%20Shmuel%E2%80%99s%20daughter","",""
"Rav Ya’akov, son of the daughter of Ya’akov","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ya%E2%80%99akov%2C%20son%20of%20the%20daughter%20of%20Ya%E2%80%99akov","",""
"Rav Yaakov","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yaakov","","Rav Ya’akov"
"Rav Yaakov from Nehar Pekod","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yaakov%20from%20Nehar%20Pekod","","Rav Ya’akov from Nehar Pekod"
"Rav Yannai","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yannai","",""
"Rav Yannai, the brother of Rabbi Ḥiyya bar Abba","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yannai%2C%20the%20brother%20of%20Rabbi%20%E1%B8%A4iyya%20bar%20Abba","",""
"Rav Yeḥezkel","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ye%E1%B8%A5ezkel","",""
"Rav Yeḥiel","names","1","","","","","https://chavrutai.com/search?q=Rav%20Ye%E1%B8%A5iel","",""
"Rav Yehoshua","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehoshua","",""
"Rav Yehoshua bar Abba","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehoshua%20bar%20Abba","",""
"Rav Yehoshua bar Rav Idi","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehoshua%20bar%20Rav%20Idi","",""
"Rav Yehoshua, son of Rav Idi","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehoshua%2C%20son%20of%20Rav%20Idi","",""
"Rav Yehuda","names","1","https://en.wikipedia.org/wiki/Judah_bar_Ezekiel","","Rav Yehuda","","https://chavrutai.com/search?q=Rav%20Yehuda","blog",""
"Rav Yehuda bar Abaye","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20bar%20Abaye","",""
"Rav Yehuda bar Abba","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20bar%20Abba","",""
"Rav Yehuda bar Aḥotai","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20bar%20A%E1%B8%A5otai","",""
"Rav Yehuda bar Ami","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20bar%20Ami","",""
"Rav Yehuda bar Ashi","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20bar%20Ashi","",""
"Rav Yehuda bar Ḥaviva","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20bar%20%E1%B8%A4aviva","",""
"Rav Yehuda bar Ḥinnana","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20bar%20%E1%B8%A4innana","",""
"Rav Yehuda bar Idi","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20bar%20Idi","",""
"Rav Yehuda bar Ishtata","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20bar%20Ishtata","",""
"Rav Yehuda bar Kaza","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20bar%20Kaza","",""
"Rav Yehuda bar Menashya","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20bar%20Menashya","",""
"Rav Yehuda bar Oshaya","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20bar%20Oshaya","",""
"Rav Yehuda bar Sheila","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20bar%20Sheila","",""
"Rav Yehuda bar Sheilat","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20bar%20Sheilat","",""
"Rav Yehuda bar Shmuel","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20bar%20Shmuel","",""
"Rav Yehuda bar Simon","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20bar%20Simon","",""
"Rav Yehuda bar Yeḥezkel","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20bar%20Ye%E1%B8%A5ezkel","",""
"Rav Yehuda bar Yishmael","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20bar%20Yishmael","",""
"Rav Yehuda bar Yitzḥak","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20bar%20Yitz%E1%B8%A5ak","",""
"Rav Yehuda bar Zevida","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20bar%20Zevida","",""
"Rav Yehuda bar Zevina","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20bar%20Zevina","",""
"Rav Yehuda brother of Rav Sala","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20brother%20of%20Rav%20Sala","","Rav Yehuda, brother of Rav Sala"
"Rav Yehuda brother of Rav Sala Ḥasida","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20brother%20of%20Rav%20Sala%20%E1%B8%A4asida","",""
"Rav Yehuda from De’iskarta","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20from%20De%E2%80%99iskarta","",""
"Rav Yehuda from Diskarta","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20from%20Diskarta","",""
"Rav Yehuda from India","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20from%20India","",""
"Rav Yehuda of Difti","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20of%20Difti","",""
"Rav Yehuda of Diskarta","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20of%20Diskarta","",""
"Rav Yehuda of Hagronya","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20of%20Hagronya","",""
"Rav Yehuda of Neharde’a","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20of%20Neharde%E2%80%99a","",""
"Rav Yehuda of Sura","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%20of%20Sura","",""
"Rav Yehuda, brother of Rav Sala","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%2C%20brother%20of%20Rav%20Sala","","Rav Yehuda brother of Rav Sala"
"Rav Yehuda, son of Rabbi Ḥiyya","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%2C%20son%20of%20Rabbi%20%E1%B8%A4iyya","",""
"Rav Yehuda, son of Rabbi Shimon ben Pazi","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%2C%20son%20of%20Rabbi%20Shimon%20ben%20Pazi","",""
"Rav Yehuda, son of Rav Ḥisda","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%2C%20son%20of%20Rav%20%E1%B8%A4isda","",""
"Rav Yehuda, son of Rav Shmuel","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%2C%20son%20of%20Rav%20Shmuel","",""
"Rav Yehuda, son of Rav Shmuel bar Sheilat","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%2C%20son%20of%20Rav%20Shmuel%20bar%20Sheilat","",""
"Rav Yehuda, son of Rav Yehoshua","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%2C%20son%20of%20Rav%20Yehoshua","",""
"Rav Yehuda, son of the sister of Rabbi Yosei ben Ḥanina","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%2C%20son%20of%20the%20sister%20of%20Rabbi%20Yosei%20ben%20%E1%B8%A4anina","",""
"Rav Yehuda, the brother of Rav Sala the Pious","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%2C%20the%20brother%20of%20Rav%20Sala%20the%20Pious","",""
"Rav Yehuda, the son of Rav Shmuel bar Sheilat","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yehuda%2C%20the%20son%20of%20Rav%20Shmuel%20bar%20Sheilat","",""
"Rav Yeimar","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yeimar","",""
"Rav Yeimar bar Rabbi Shelemya","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yeimar%20bar%20Rabbi%20Shelemya","",""
"Rav Yeimar bar Sheizevi","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yeimar%20bar%20Sheizevi","",""
"Rav Yeimar bar Shelamya","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yeimar%20bar%20Shelamya","",""
"Rav Yeimar bar Shelemya","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yeimar%20bar%20Shelemya","",""
"Rav Yeimar of Difti","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yeimar%20of%20Difti","",""
"Rav Yeimar the Elder","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yeimar%20the%20Elder","",""
"Rav Yeimar, son of Rav Hillel","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yeimar%2C%20son%20of%20Rav%20Hillel","",""
"Rav Yeiva","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yeiva","",""
"Rav Yeiva bar Yosei","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yeiva%20bar%20Yosei","",""
"Rav Yeiva the Elder","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yeiva%20the%20Elder","",""
"Rav Yirmeya","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yirmeya","",""
"Rav Yirmeya bar Abba","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yirmeya%20bar%20Abba","",""
"Rav Yirmeya bar Abba Shmuel","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yirmeya%20bar%20Abba%20Shmuel","",""
"Rav Yirmeya bar Aḥa","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yirmeya%20bar%20A%E1%B8%A5a","",""
"Rav Yirmeya bar Ami","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yirmeya%20bar%20Ami","",""
"Rav Yirmeya Bira’a","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yirmeya%20Bira%E2%80%99a","",""
"Rav Yirmeya from Difti","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yirmeya%20from%20Difti","",""
"Rav Yirmeya of Difti","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yirmeya%20of%20Difti","",""
"Rav Yirmeya, son of Abba","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yirmeya%2C%20son%20of%20Abba","",""
"Rav Yitzhak","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitzhak","",""
"Rav Yitzḥak","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak","",""
"Rav Yitzḥak bar Abba","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Abba","",""
"Rav Yitzḥak bar Adda","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Adda","",""
"Rav Yitzḥak bar Ami","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Ami","",""
"Rav Yitzḥak bar Ashi","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Ashi","",""
"Rav Yitzḥak bar Ashian","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Ashian","",""
"Rav Yitzḥak bar Ashiyan","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Ashiyan","",""
"Rav Yitzḥak bar Ashyan","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Ashyan","",""
"Rav Yitzḥak bar Avdimi","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Avdimi","",""
"Rav Yitzḥak bar Avin","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Avin","",""
"Rav Yitzḥak bar Avudimi","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Avudimi","",""
"Rav Yitzḥak bar bar Ḥana","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20bar%20%E1%B8%A4ana","",""
"Rav Yitzḥak bar Bisna","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Bisna","",""
"Rav Yitzḥak bar Giyorei","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Giyorei","",""
"Rav Yitzḥak bar Ḥananya","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20%E1%B8%A4ananya","",""
"Rav Yitzḥak bar Ḥanina","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20%E1%B8%A4anina","",""
"Rav Yitzḥak bar Naftali","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Naftali","",""
"Rav Yitzḥak bar Naḥmani","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Na%E1%B8%A5mani","",""
"Rav Yitzḥak bar Rav Mesharshiyya","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Rav%20Mesharshiyya","",""
"Rav Yitzḥak bar Rav Yosef","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Rav%20Yosef","",""
"Rav Yitzḥak bar Redifa","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Redifa","",""
"Rav Yitzḥak bar Sheila","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Sheila","",""
"Rav Yitzhak bar Shmuel","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitzhak%20bar%20Shmuel","",""
"Rav Yitzḥak bar Shmuel","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Shmuel","",""
"Rav Yitzhak bar Shmuel bar Marta","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitzhak%20bar%20Shmuel%20bar%20Marta","",""
"Rav Yitzḥak bar Shmuel bar Marta","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Shmuel%20bar%20Marta","",""
"Rav Yitzḥak bar Ya’akov","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Ya%E2%80%99akov","",""
"Rav Yitzḥak bar Ya’akov bar Giyorei","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Ya%E2%80%99akov%20bar%20Giyorei","",""
"Rav Yitzḥak bar Yehuda","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Yehuda","",""
"Rav Yitzḥak bar Yosef","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Yosef","",""
"Rav Yitzḥak bar Ze’ira","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20bar%20Ze%E2%80%99ira","",""
"Rav Yitzḥak ben Elazar","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20ben%20Elazar","",""
"Rav Yitzḥak ben Yosef","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20ben%20Yosef","",""
"Rav Yitzḥak Kaskesa’a","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20Kaskesa%E2%80%99a","",""
"Rav Yitzḥak Nappaḥa","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20Nappa%E1%B8%A5a","",""
"Rav Yitzḥak the son Rav Yehuda","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%20the%20son%20Rav%20Yehuda","",""
"Rav Yitzḥak, son of Rabba bar bar Ḥana","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%2C%20son%20of%20Rabba%20bar%20bar%20%E1%B8%A4ana","",""
"Rav Yitzḥak, son of Rabbi","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%2C%20son%20of%20Rabbi","",""
"Rav Yitzḥak, son of Rabbi Savriyu","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%2C%20son%20of%20Rabbi%20Savriyu","",""
"Rav Yitzḥak, son of Rabbi Yosef","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%2C%20son%20of%20Rabbi%20Yosef","",""
"Rav Yitzḥak, son of Rav Ami","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%2C%20son%20of%20Rav%20Ami","",""
"Rav Yitzḥak, son of Rav Idi","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%2C%20son%20of%20Rav%20Idi","",""
"Rav Yitzḥak, son of Rav Mesharshiya","names","1","","","","","https://chavrutai.com/search?q=Rav%20Yitz%E1%B8%A5ak%2C%20son%20of%20Rav%20Mesharshiya","",""
