term,categories,variant_names,talmud_corpus_count,wikipedia_en,wikipedia_he,selected_anchor_text,hebrew_term,chavrutai_search_url,wiki_match_source,wikidata_id,father,student_of,affiliation,student,date_of_birth,place_of_birth,date_of_death,place_of_death
ben Tedal,names,,1,,,,,https://chavrutai.com/search?q=ben+Tedal&type=talmud,,,,,,,,,,
ben Teima,names,,6,,,,,https://chavrutai.com/search?q=ben+Teima&type=talmud,,,,,,,,,,
ben Temalyon,names,,-,,,,,https://chavrutai.com/search?q=ben+Temalyon&type=talmud,,,,,,,,,,
ben Tzion,names,,1,,,,,https://chavrutai.com/search?q=ben+Tzion&type=talmud,,,,,,,,,,
ben Tzitzit HaKesat,names,,2,,,,,https://chavrutai.com/search?q=ben+Tzitzit+HaKesat&type=talmud,,,,,,,,,,
ben Tziyyon,names,,1,,,,,https://chavrutai.com/search?q=ben+Tziyyon&type=talmud,,,,,,,,,,
Ben Uzziel,names,,2,,,,,https://chavrutai.com/search?q=Ben+Uzziel&type=talmud,,,,,,,,,,
ben Yasiyan,names,,1,,,,,https://chavrutai.com/search?q=ben+Yasiyan&type=talmud,,,,,,,,,,
ben Yasiyyan,names,,-,,,,,https://chavrutai.com/search?q=ben+Yasiyyan&type=talmud,,,,,,,,,,
ben Zaza,names,,-,,,,,https://chavrutai.com/search?q=ben+Zaza&type=talmud,,,,,,,,,,
Ben Zoma,names,Shimon ben Zoma; Simeon ben Zoma,25,https://en.wikipedia.org/wiki/Simeon_ben_Zoma,https://he.wikipedia.org/wiki/%D7%91%D7%9F_%D7%96%D7%95%D7%9E%D7%90,Simeon ben Zoma,בן זומא,https://chavrutai.com/search?q=Ben+Zoma&type=talmud,blog; merge_same_enwiki,Q816598,,,,,,Palestine,200,
Benaiah,biblicalNames,"Benaiah ben Jehoiada; Benaiah the son of Jehoiada; Benaiah, son of Jehoiada; Benayahu, son of Jehoiada",8,https://en.wikipedia.org/wiki/Benaiah,https://he.wikipedia.org/wiki/%D7%91%D7%A0%D7%99%D7%94%D7%95_%D7%91%D7%9F_%D7%99%D7%94%D7%95%D7%99%D7%93%D7%A2,Benaiah,בניהו בן יהוידע,https://chavrutai.com/search?q=Benaiah&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q816667,Jehoiada,,,,,,,
Benei Berak,talmudToponyms,Beneberak,2,https://en.wikipedia.org/wiki/Beneberak,https://he.wikipedia.org/wiki/%D7%91%D7%A0%D7%99_%D7%91%D7%A8%D7%A7_(%D7%99%D7%99%D7%A9%D7%95%D7%91_%D7%A2%D7%AA%D7%99%D7%A7),Beneberak,בני ברק (יישוב עתיק),https://chavrutai.com/search?q=Benei+Berak&type=talmud,blog,Q4887206,,,,,,,,
Benjamin,biblicalNames,"Benjamin the righteous; Benjamin, son of Jacob",57,https://en.wikipedia.org/wiki/Benjamin,https://he.wikipedia.org/wiki/%D7%91%D7%A0%D7%99%D7%9E%D7%99%D7%9F,Benjamin,בנימין,https://chavrutai.com/search?q=Benjamin&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q460763,Jacob,,,,-1653,Canaan,-1500,
Beor,biblicalNames,,3,,,,,https://chavrutai.com/search?q=Beor&type=talmud,biblical_names_api_review:disambiguation_only,,,,,,,,,
Beror Ḥayil,talmudToponyms,,3,,,,,https://chavrutai.com/search?q=Beror+%E1%B8%A4ayil&type=talmud,,,,,,,,,,
"Berurya, the wife of Rabbi Meir",names,,-,,,,,https://chavrutai.com/search?q=Berurya%2C+the+wife+of+Rabbi+Meir&type=talmud,,,,,,,,,,
bestiality,concepts,,117,,,,,https://chavrutai.com/search?q=bestiality&type=talmud,,,,,,,,,,
Bethel,biblicalPlaces,,6,https://en.wikipedia.org/wiki/Bethel,https://he.wikipedia.org/wiki/%D7%91%D7%99%D7%AA_%D7%90%D7%9C_(%D7%99%D7%99%D7%A9%D7%95%D7%91_%D7%9E%D7%A7%D7%A8%D7%90%D7%99),Bethel,בית אל (יישוב מקראי),https://chavrutai.com/search?q=Bethel&type=talmud,blog,Q3876767,,,,,,,,
Beth-El,biblicalPlaces,,1,,,,,https://chavrutai.com/search?q=Beth-El&type=talmud,,,,,,,,,,
Bethlehem,talmudToponyms,,2,https://en.wikipedia.org/wiki/Bethlehem,https://he.wikipedia.org/wiki/%D7%91%D7%99%D7%AA_%D7%9C%D7%97%D7%9D,Bethlehem,בית לחם,https://chavrutai.com/search?q=Bethlehem&type=talmud,blog,Q5776,,,,,,,,
Maon,talmudToponyms,Bethmaus,5,https://en.wikipedia.org/wiki/Bethmaus,https://he.wikipedia.org/wiki/%D7%91%D7%99%D7%AA_%D7%9E%D7%A2%D7%95%D7%9F,Bethmaus,בית מעון,https://chavrutai.com/search?q=Maon&type=talmud,blog,Q20502414,,,,,,,,
Beit Ḥoron,talmudToponyms,Bethoron,10,https://en.wikipedia.org/wiki/Bethoron,https://he.wikipedia.org/wiki/%D7%91%D7%99%D7%AA_%D7%97%D7%95%D7%A8%D7%95%D7%9F_(%D7%A2%D7%99%D7%A8_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA),Bethoron,בית חורון (עיר מקראית),https://chavrutai.com/search?q=Beit+%E1%B8%A4oron&type=talmud,blog,Q1268514,,,,,,,,
Rav Beivai bar Abaye,names,Bevai bar Abaye,41,https://en.wikipedia.org/wiki/Bevai_bar_Abaye,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%91%D7%99%D7%91%D7%99_%D7%91%D7%A8_%D7%90%D7%91%D7%99%D7%99,Bevai bar Abaye,רב ביבי בר אביי,https://chavrutai.com/search?q=Rav+Beivai+bar+Abaye&type=talmud,blog,Q7016001,,,,,,,,
Bezalel,biblicalNames,,3,https://en.wikipedia.org/wiki/Bezalel,https://he.wikipedia.org/wiki/%D7%91%D7%A6%D7%9C%D7%90%D7%9C_%D7%91%D7%9F_%D7%90%D7%95%D7%A8%D7%99,Bezalel,בצלאל בן אורי,https://chavrutai.com/search?q=Bezalel&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q853439,Uri,,,,,,,
Egypt,biblicalNations;biblicalPlaces,Biblical Egypt,156,https://en.wikipedia.org/wiki/Biblical_Egypt#In_the_Book_of_Genesis,,Biblical Egypt,,https://chavrutai.com/search?q=Egypt&type=talmud,blog,Q27627972,,,,,,,,
Egyptians,names,Biblical Egypt,17,https://en.wikipedia.org/wiki/Biblical_Egypt,,Biblical Egypt,,https://chavrutai.com/search?q=Egyptians&type=talmud,blog,Q27627972,,,,,,,,
Bigtan and Teresh,biblicalNames,,1,,,,,https://chavrutai.com/search?q=Bigtan+and+Teresh&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Bigthan and Teresh,biblicalNames,Bigthan,2,https://en.wikipedia.org/wiki/Bigthan_and_Teresh,https://he.wikipedia.org/wiki/%D7%91%D7%92%D7%AA%D7%9F_%D7%95%D7%AA%D7%A8%D7%A9,Bigthan and Teresh,בגתן ותרש,https://chavrutai.com/search?q=Bigthan+and+Teresh&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q18542438,,,,,,,,
Bildad,biblicalNames,Bildad the Shuhite,4,https://en.wikipedia.org/wiki/Bildad,https://he.wikipedia.org/wiki/%D7%91%D7%9C%D7%93%D7%93_%D7%94%D7%A9%D7%95%D7%97%D7%99_(%D7%90%D7%99%D7%95%D7%91),Bildad,בלדד השוחי (איוב),https://chavrutai.com/search?q=Bildad&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q137215850,,,,,,,,
Billak,names,,1,,,,,https://chavrutai.com/search?q=Billak&type=talmud,,,,,,,,,,
Binyamin the doctor,names,,-,,,,,https://chavrutai.com/search?q=Binyamin+the+doctor&type=talmud,,,,,,,,,,
Binyamin the righteous,names,,2,,,,,https://chavrutai.com/search?q=Binyamin+the+righteous&type=talmud,,,,,,,,,,
Binyamin the shepherd,names,,-,,,,,https://chavrutai.com/search?q=Binyamin+the+shepherd&type=talmud,,,,,,,,,,
Biram,talmudToponyms,,4,,,,,https://chavrutai.com/search?q=Biram&type=talmud,,,,,,,,,,
Biran River,talmudToponyms,,3,,,,,https://chavrutai.com/search?q=Biran+River&type=talmud,,,,,,,,,,
Birat Serika,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Birat+Serika&type=talmud,,,,,,,,,,
Birei,talmudToponyms,,3,,,,,https://chavrutai.com/search?q=Birei&type=talmud,,,,,,,,,,
Birei DeNeresh,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Birei+DeNeresh&type=talmud,,,,,,,,,,
Bireka,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Bireka&type=talmud,,,,,,,,,,
Bireta DeSatya,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Bireta+DeSatya&type=talmud,,,,,,,,,,
Biri,talmudToponyms,Birya,8,https://en.wikipedia.org/wiki/Birya,https://he.wikipedia.org/wiki/%D7%91%D7%99%D7%A8%D7%99%D7%94,Birya,ביריה,https://chavrutai.com/search?q=Biri&type=talmud,blog,Q2776820,,,,,,,,
blood redeemer,concepts,,21,,,,,https://chavrutai.com/search?q=blood+redeemer&type=talmud,,,,,,,,,,
sons of Beteira,names,Bnei Bathyra; the sons of Beteira,1,https://en.wikipedia.org/wiki/Bnei_Bathyra,https://he.wikipedia.org/wiki/%D7%91%D7%A0%D7%99_%D7%91%D7%AA%D7%99%D7%A8%D7%94,Bnei Bathyra,בני בתירה,https://chavrutai.com/search?q=sons+of+Beteira&type=talmud,blog,Q2904631,,,,,,,,
Bnei Brak,talmudToponyms,,5,,,,,https://chavrutai.com/search?q=Bnei+Brak&type=talmud,,,,,,,,,,
Boaz,biblicalNames,,13,https://en.wikipedia.org/wiki/Boaz,https://he.wikipedia.org/wiki/%D7%91%D7%A2%D7%96,Boaz,בעז,https://chavrutai.com/search?q=Boaz&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q212253,Salmon,,,,-1283,,,
Saraph,biblicalNames,Boeing AH-64 Apache,2,https://en.wikipedia.org/wiki/Boeing_AH-64_Apache,https://he.wikipedia.org/wiki/%D7%91%D7%95%D7%90%D7%99%D7%A0%D7%92_AH-64_%D7%90%D7%A4%D7%90%D7%A6%27%D7%99,Boeing AH-64 Apache,בואינג AH-64 אפאצ'י,https://chavrutai.com/search?q=Saraph&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q171468,,,,,,,,
Boethus ben Zunen,names,,2,,,,,https://chavrutai.com/search?q=Boethus+ben+Zunen&type=talmud,,,,,,,,,,
Boethusian,names,,2,,,,,https://chavrutai.com/search?q=Boethusian&type=talmud,,,,,,,,,,
Boethusians,names,,6,https://en.wikipedia.org/wiki/Boethusians,https://he.wikipedia.org/wiki/%D7%91%D7%99%D7%99%D7%AA%D7%95%D7%A1%D7%99%D7%9D,Boethusians,בייתוסים,https://chavrutai.com/search?q=Boethusians&type=talmud,blog,Q1964015,,,,,,,,
Bonyam ben Nunyam,names,,1,,,,,https://chavrutai.com/search?q=Bonyam+ben+Nunyam&type=talmud,,,,,,,,,,
Bonyos,names,,1,,,,,https://chavrutai.com/search?q=Bonyos&type=talmud,,,,,,,,,,
"Hananiah, son of Azzur",biblicalNames,Book of Jeremiah,1,https://en.wikipedia.org/wiki/Hananiah,https://he.wikipedia.org/wiki/%D7%97%D7%A0%D7%99%D7%A0%D7%90,Hananiah,חנינא,https://chavrutai.com/search?q=Hananiah%2C+son+of+Azzur&type=talmud,biblical_names_api_review:verified_exact_or_redirect; manual_fix,Q29537832,,,,,,,,
Bezer,talmudToponyms,Bosor,2,https://en.wikipedia.org/wiki/Bosor,,Bosor,,https://chavrutai.com/search?q=Bezer&type=talmud,blog,Q4947446,,,,,,,,
"Botnit, son of Abba Shaul ben Botnit",names,,1,,,,,https://chavrutai.com/search?q=Botnit%2C+son+of+Abba+Shaul+ben+Botnit&type=talmud,,,,,,,,,,
Bozrah,talmudToponyms,,3,,,,,https://chavrutai.com/search?q=Bozrah&type=talmud,,,,,,,,,,
bridge of Babylonia,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=bridge+of+Babylonia&type=talmud,,,,,,,,,,
Bridge of Shabistana,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=Bridge+of+Shabistana&type=talmud,,,,,,,,,,
Berurya,names,Bruriah,5,https://en.wikipedia.org/wiki/Bruriah,https://he.wikipedia.org/wiki/%D7%91%D7%A8%D7%95%D7%A8%D7%99%D7%94,Bruriah,ברוריה,https://chavrutai.com/search?q=Berurya&type=talmud,blog,Q469428,Haninah ben Teradion,,Chazal,,101,Israel,200,Syria Palaestina
Buni,names,,5,,,,,https://chavrutai.com/search?q=Buni&type=talmud,,,,,,,,,,
Burni,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=Burni&type=talmud,,,,,,,,,,
Burnitz River,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Burnitz+River&type=talmud,,,,,,,,,,
burnt offering,concepts,Burnt offering (Judaism); burnt-offering,1714,https://en.wikipedia.org/wiki/Burnt_offering_(Judaism),https://he.wikipedia.org/wiki/%D7%A7%D7%95%D7%A8%D7%91%D7%9F_%D7%A2%D7%95%D7%9C%D7%94,Burnt offering (Judaism),קורבן עולה,https://chavrutai.com/search?q=burnt+offering&type=talmud,blog,Q14752873,,,,,,,,
Bursi,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=Bursi&type=talmud,,,,,,,,,,
Bursif,talmudToponyms,,7,,,,,https://chavrutai.com/search?q=Bursif&type=talmud,,,,,,,,,,
butchers of Huzal,names,,1,,,,,https://chavrutai.com/search?q=butchers+of+Huzal&type=talmud,,,,,,,,,,
Caesar,names,Caesar (title),2,https://en.wikipedia.org/wiki/Caesar_(title),,Caesar (title),,https://chavrutai.com/search?q=Caesar&type=talmud,blog,Q188751,,,,,,,,
Caesarea,talmudToponyms,Caesarea Maritima,23,https://en.wikipedia.org/wiki/Caesarea_Maritima,https://he.wikipedia.org/wiki/%D7%A7%D7%99%D7%A1%D7%A8%D7%99%D7%94,Caesarea Maritima,קיסריה,https://chavrutai.com/search?q=Caesarea&type=talmud,blog,Q319242,,,,,,,,
Cain,biblicalNames,,8,https://en.wikipedia.org/wiki/Cain,https://he.wikipedia.org/wiki/%D7%A7%D7%99%D7%9F,Cain,קין,https://chavrutai.com/search?q=Cain&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q205365,Adam,,,,-3900,,-3200,
Caleb,biblicalNames,"Caleb, son of Jephunneh",24,https://en.wikipedia.org/wiki/Caleb,https://he.wikipedia.org/wiki/%D7%9B%D7%9C%D7%91_%D7%91%D7%9F_%D7%99%D7%A4%D7%95%D7%A0%D7%94,Caleb,כלב בן יפונה,https://chavrutai.com/search?q=Caleb&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q922184,,,,,-1484,,-1384,
Canaan,biblicalPlaces,,24,https://en.wikipedia.org/wiki/Canaan,https://he.wikipedia.org/wiki/%D7%9B%D7%A0%D7%A2%D7%9F,Canaan,כנען,https://chavrutai.com/search?q=Canaan&type=talmud,blog,Q163329,,,,,,,,
Canaanite,concepts,,68,,,,,https://chavrutai.com/search?q=Canaanite&type=talmud,,,,,,,,,,
Candelabrum,concepts,,80,https://en.wikipedia.org/wiki/Temple_menorah,https://he.wikipedia.org/wiki/%D7%94%D7%9E%D7%A0%D7%95%D7%A8%D7%94,,המנורה,https://chavrutai.com/search?q=Candelabrum&type=talmud,,Q170476,,,,,,,,
capital law,concepts,,69,,https://he.wikipedia.org/wiki/%D7%A2%D7%95%D7%A0%D7%A9_%D7%9E%D7%95%D7%95%D7%AA_%D7%91%D7%99%D7%94%D7%93%D7%95%D7%AA,,דיני נפשות,https://chavrutai.com/search?q=capital+law&type=talmud,,Q5035745,,,,,,,,
Cappadocia,talmudToponyms,,15,https://en.wikipedia.org/wiki/Cappadocia,https://he.wikipedia.org/wiki/%D7%A7%D7%A4%D7%93%D7%95%D7%A7%D7%99%D7%94,Cappadocia,קפדוקיה,https://chavrutai.com/search?q=Cappadocia&type=talmud,blog,Q217265,,,,,,,,
Carmanians,names,,2,,,,,https://chavrutai.com/search?q=Carmanians&type=talmud,,,,,,,,,,
Carmel,talmudToponyms,,7,,,,,https://chavrutai.com/search?q=Carmel&type=talmud,,,,,,,,,,
Carmi,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Carmi&type=talmud,,,,,,,,,,
Carthage,talmudToponyms,,5,https://en.wikipedia.org/wiki/Carthage,https://he.wikipedia.org/wiki/%D7%A7%D7%A8%D7%AA%D7%92%D7%95,Carthage,קרתגו,https://chavrutai.com/search?q=Carthage&type=talmud,blog,Q6343,,,,,,,,
Cave of Machpelah,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Cave+of+Machpelah&type=talmud,,,,,,,,,,
Cave of Pamyas,talmudToponyms,,7,,,,,https://chavrutai.com/search?q=Cave+of+Pamyas&type=talmud,,,,,,,,,,
Celebration of the Place of the Drawing,concepts,,6,,,,,https://chavrutai.com/search?q=Celebration+of+the+Place+of+the+Drawing&type=talmud,,,,,,,,,,
certain hooligans,names,,2,,,,,https://chavrutai.com/search?q=certain+hooligans&type=talmud,,,,,,,,,,
Certain porters,names,,2,,,,,https://chavrutai.com/search?q=Certain+porters&type=talmud,,,,,,,,,,
certain residents Bei Ḥarmakh,names,,1,,,,,https://chavrutai.com/search?q=certain+residents+Bei+%E1%B8%A4armakh&type=talmud,,,,,,,,,,
certain thieves,names,,1,,,,,https://chavrutai.com/search?q=certain+thieves&type=talmud,,,,,,,,,,
ḥaver,concepts,Chaber,94,https://en.wikipedia.org/wiki/Chaver_(title),https://he.wikipedia.org/wiki/%D7%97%D7%91%D7%A8_(%D7%94%D7%9C%D7%9B%D7%94),Chaver (title),חבר (הלכה),https://chavrutai.com/search?q=%E1%B8%A5aver&type=talmud,blog,Q16207634,,,,,,,,
the Chaldeans,names;talmudToponyms,Chaldea,8,https://en.wikipedia.org/wiki/Chaldea,https://he.wikipedia.org/wiki/%D7%9B%D7%A9%D7%93%D7%99%D7%9D,Chaldea,כשדים,https://chavrutai.com/search?q=the+Chaldeans&type=talmud,blog,Q200969,,,,,,,,
Chaldean,biblicalNations;concepts;names,Chaldea,6,https://en.wikipedia.org/wiki/Chaldea,https://he.wikipedia.org/wiki/%D7%9B%D7%A9%D7%93%D7%99%D7%9D,Chaldea,כשדים,https://chavrutai.com/search?q=Chaldean&type=talmud,blog,Q200969,,,,,,,,
"Chileab, son of David",biblicalNames,,1,https://en.wikipedia.org/wiki/Chileab,https://he.wikipedia.org/wiki/%D7%9B%D7%9C%D7%90%D7%91,Chileab,כלאב,https://chavrutai.com/search?q=Chileab%2C+son+of+David&type=talmud,biblical_names_api_review:no_exact_page; enwiki_api_exact,Q2418113,David,,,,-1010,Hebron,,
Cimolia,talmudToponyms,,0,,,,,https://chavrutai.com/search?q=Cimolia&type=talmud,,,,,,,,,,
cities overseas,talmudToponyms,,8,,,,,https://chavrutai.com/search?q=cities+overseas&type=talmud,,,,,,,,,,
city of Meḥasya,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=city+of+Me%E1%B8%A5asya&type=talmud,,,,,,,,,,
city of Rome,talmudToponyms,,7,,,,,https://chavrutai.com/search?q=city+of+Rome&type=talmud,,,,,,,,,,
"Cleopatra, Queen of Alexandria",names,,1,,,,,https://chavrutai.com/search?q=Cleopatra%2C+Queen+of+Alexandria&type=talmud,,,,,,,,,,
"Cleopatra, the Greek queen",names,,1,,,,,https://chavrutai.com/search?q=Cleopatra%2C+the+Greek+queen&type=talmud,,,,,,,,,,
communal offering,concepts,,22,,,,,https://chavrutai.com/search?q=communal+offering&type=talmud,,,,,,,,,,
consecration,concepts,,194,,,,קדושה (דת),https://chavrutai.com/search?q=consecration&type=talmud,,,,,,,,,,
Coptic,biblicalNations,Coptic language,4,https://en.wikipedia.org/wiki/Coptic_language,https://he.wikipedia.org/wiki/%D7%A7%D7%95%D7%A4%D7%98%D7%99%D7%AA,Coptic language,קופטית,https://chavrutai.com/search?q=Coptic&type=talmud,blog,Q36155,,,,,,,,
court of the Hasmoneans,names,the court of the Hasmoneans,-,,,,,https://chavrutai.com/search?q=court+of+the+Hasmoneans&type=talmud,,,,,,,,,,
Cozbi,biblicalNames,,3,https://en.wikipedia.org/wiki/Cozbi,https://he.wikipedia.org/wiki/%D7%9B%D7%96%D7%91%D7%99_%D7%91%D7%AA_%D7%A6%D7%95%D7%A8,Cozbi,כזבי בת צור,https://chavrutai.com/search?q=Cozbi&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q1352758,,,,,,,,
splitting of the Red Sea,concepts,Crossing the Red Sea,5,https://en.wikipedia.org/wiki/Parting_of_the_Red_Sea,https://he.wikipedia.org/wiki/%D7%A7%D7%A8%D7%99%D7%A2%D7%AA_%D7%99%D7%9D_%D7%A1%D7%95%D7%A3,Parting of the Red Sea,קריעת ים סוף,https://chavrutai.com/search?q=splitting+of+the+Red+Sea&type=talmud,blog,Q1233823,,,,,,,,
Cushite,biblicalNations,Cush (Bible),16,https://en.wikipedia.org/wiki/Cush_(Bible),https://he.wikipedia.org/wiki/%D7%9B%D7%95%D7%A9_%D7%91%D7%9F_%D7%97%D7%9D,Cush (Bible),כוש בן חם,https://chavrutai.com/search?q=Cushite&type=talmud,blog,Q1138595,Ham,,,,,,,
Cushan-rishathaim,biblicalNames,,2,https://en.wikipedia.org/wiki/Cushan-rishathaim,https://he.wikipedia.org/wiki/%D7%9B%D7%95%D7%A9%D7%9F_%D7%A8%D7%A9%D7%A2%D7%AA%D7%99%D7%9D,Cushan-rishathaim,כושן רשעתים,https://chavrutai.com/search?q=Cushan-rishathaim&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q5118345,,,,,,,,
Cyprus,talmudToponyms,,3,,,,,https://chavrutai.com/search?q=Cyprus&type=talmud,,,,,,,,,,
Cyrus,biblicalNames,,7,https://en.wikipedia.org/wiki/Cyrus,,Cyrus,,https://chavrutai.com/search?q=Cyrus&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q10861063,,,,,,,,
D’vil,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=D%E2%80%99vil&type=talmud,,,,,,,,,,
daily afternoon offering,concepts,,22,,,,,https://chavrutai.com/search?q=daily+afternoon+offering&type=talmud,,,,,,,,,,
daily morning offering,concepts,,30,,,,,https://chavrutai.com/search?q=daily+morning+offering&type=talmud,,,,,,,,,,
Dama,names,,1,,,,,https://chavrutai.com/search?q=Dama&type=talmud,,,,,,,,,,
Dama ben Netina,names,,3,,,,,https://chavrutai.com/search?q=Dama+ben+Netina&type=talmud,,,,,,,,,,
Damascus,talmudToponyms,,2,https://en.wikipedia.org/wiki/Damascus,https://he.wikipedia.org/wiki/%D7%93%D7%9E%D7%A9%D7%A7,Damascus,דמשק,https://chavrutai.com/search?q=Damascus&type=talmud,blog,Q3766,,,,,,,,
Damḥarya,talmudToponyms,,3,,,,,https://chavrutai.com/search?q=Dam%E1%B8%A5arya&type=talmud,,,,,,,,,,
Damihareya,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Damihareya&type=talmud,,,,,,,,,,
Leshem,talmudToponyms,Dan (ancient city),3,https://en.wikipedia.org/wiki/Dan_(ancient_city)#Laish/Leshem,https://he.wikipedia.org/wiki/%D7%AA%D7%9C_%D7%93%D7%9F,Dan (ancient city),תל דן,https://chavrutai.com/search?q=Leshem&type=talmud,blog,Q1346856,,,,,,,,
Dan,talmudToponyms,Dan (son of Jacob),22,https://en.wikipedia.org/wiki/Dan_(son_of_Jacob),https://he.wikipedia.org/wiki/%D7%93%D7%9F,Dan (son of Jacob),דן,https://chavrutai.com/search?q=Dan&type=talmud,blog,Q550869,Jacob,,,,,Haran,,Egypt
Daniel,biblicalNames,,47,https://en.wikipedia.org/wiki/Daniel_(biblical_figure),https://he.wikipedia.org/wiki/%D7%93%D7%A0%D7%99%D7%90%D7%9C,Daniel (biblical figure),דניאל,https://chavrutai.com/search?q=Daniel&type=talmud,biblical_names_api_review:disambiguation_only; manual_biblical_top30,Q171724,,,,,-700,Jerusalem,-600,Babylon
Daniel’s synagogue,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Daniel%E2%80%99s+synagogue&type=talmud,,,,,,,,,,
Dankhu,names,,-,,,,,https://chavrutai.com/search?q=Dankhu&type=talmud,,,,,,,,,,
Danna’ai,names,,1,,,,,https://chavrutai.com/search?q=Danna%E2%80%99ai&type=talmud,,,,,,,,,,
Dannak River,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Dannak+River&type=talmud,,,,,,,,,,
Dari,names,,1,,,,,https://chavrutai.com/search?q=Dari&type=talmud,,,,,,,,,,
Darius,biblicalNames,,6,https://en.wikipedia.org/wiki/Darius_the_Great,https://he.wikipedia.org/wiki/%D7%93%D7%A8%D7%99%D7%95%D7%95%D7%A9_%D7%94%D7%A8%D7%90%D7%A9%D7%95%D7%9F,Darius the Great,דריווש הראשון,https://chavrutai.com/search?q=Darius&type=talmud,biblical_names_api_review:disambiguation_only; manual_biblical_top30,Q44387,Hystaspes,,,,-550,,-486; -486-11,
Darshish,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Darshish&type=talmud,,,,,,,,,,
Daru,names,,4,,,,,https://chavrutai.com/search?q=Daru&type=talmud,,,,,,,,,,
Daru bar Pappa,names,,2,,,,,https://chavrutai.com/search?q=Daru+bar+Pappa&type=talmud,,,,,,,,,,
Darumata,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Darumata&type=talmud,,,,,,,,,,
Dathan,biblicalNames,,1,https://en.wikipedia.org/wiki/Dathan,https://he.wikipedia.org/wiki/%D7%93%D7%AA%D7%9F,Dathan,דתן,https://chavrutai.com/search?q=Dathan&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q12405918,,,,,,,,
Daughter of Ḥakhinai,names,,2,,,,,https://chavrutai.com/search?q=Daughter+of+%E1%B8%A4akhinai&type=talmud,,,,,,,,,,
daughter of Nakdimon ben Guryon,names,,2,,,,,https://chavrutai.com/search?q=daughter+of+Nakdimon+ben+Guryon&type=talmud,,,,,,,,,,
daughter-in-law of Rabbi Oshaya,names,,1,,,,,https://chavrutai.com/search?q=daughter-in-law+of+Rabbi+Oshaya&type=talmud,,,,,,,,,,
daughter-in-law of the house of the son of Elyashiv,names,,1,,,,,https://chavrutai.com/search?q=daughter-in-law+of+the+house+of+the+son+of+Elyashiv&type=talmud,,,,,,,,,,
Zelophehad,biblicalNames,Daughters of Zelophehad,23,https://en.wikipedia.org/wiki/Daughters_of_Zelophehad,https://he.wikipedia.org/wiki/%D7%91%D7%A0%D7%95%D7%AA_%D7%A6%D7%9C%D7%A4%D7%97%D7%93,Daughters of Zelophehad,בנות צלפחד,https://chavrutai.com/search?q=Zelophehad&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q27587063,,,,,,,,
David,biblicalNames,"David, son of Yishai; King David",327,https://en.wikipedia.org/wiki/David,https://he.wikipedia.org/wiki/%D7%93%D7%95%D7%93,David,דוד,https://chavrutai.com/search?q=David&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q41370,Jesse,Samuel,,Ahijah the Shilonite,-1040; -1039; -907,Bethlehem,-969; -961,Jerusalem
De’iskarta,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=De%E2%80%99iskarta&type=talmud,,,,,,,,,,
Dead Sea,talmudToponyms,,26,https://en.wikipedia.org/wiki/Dead_Sea#Names,https://he.wikipedia.org/wiki/%D7%99%D7%9D_%D7%94%D7%9E%D7%9C%D7%97,Dead Sea,ים המלח,https://chavrutai.com/search?q=Dead+Sea&type=talmud,blog+en_langlink_he,Q23883,,,,,,,,
