term,categories,variant_names,talmud_corpus_count,wikipedia_en,wikipedia_he,selected_anchor_text,hebrew_term,chavrutai_search_url,wiki_match_source,wikidata_id,father,student_of,affiliation,student,date_of_birth,place_of_birth,date_of_death,place_of_death
Roman,biblicalNations,Medieval French literature,30,,,,,https://chavrutai.com/search?q=Roman&type=talmud,,,,,,,,,,
Mediterranean Sea,talmudToponyms,,3,https://en.wikipedia.org/wiki/Mediterranean_Sea,https://he.wikipedia.org/wiki/%D7%94%D7%99%D7%9D_%D7%94%D7%AA%D7%99%D7%9B%D7%95%D7%9F,Mediterranean Sea,הים התיכון,https://chavrutai.com/search?q=Mediterranean+Sea&type=talmud,blog,Q4918,,,,,,,,
Mefivoshet,biblicalNames,,5,https://en.wikipedia.org/wiki/Mephibosheth,https://he.wikipedia.org/wiki/%D7%9E%D7%A4%D7%99%D7%91%D7%95%D7%A9%D7%AA,Mephibosheth,מפיבושת,https://chavrutai.com/search?q=Mefivoshet&type=talmud,biblical_names_api_review:no_exact_page; manual_biblical_top30,Q851686,Jonathan,,,,-1015,,-974,
Meishan,talmudToponyms,,8,,,,,https://chavrutai.com/search?q=Meishan&type=talmud,,,,,,,,,,
Meishon,talmudToponyms,,4,,,,,https://chavrutai.com/search?q=Meishon&type=talmud,,,,,,,,,,
Melchizedek,biblicalNames,,2,https://en.wikipedia.org/wiki/Melchizedek,https://he.wikipedia.org/wiki/%D7%9E%D7%9C%D7%9B%D7%99-%D7%A6%D7%93%D7%A7,Melchizedek,מלכי-צדק,https://chavrutai.com/search?q=Melchizedek&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q219395,,,,,-1800,,-1700,
Memucan,biblicalNames,,2,https://en.wikipedia.org/wiki/Memucan,https://he.wikipedia.org/wiki/%D7%9E%D7%9E%D7%95%D7%9B%D7%9F,Memucan,ממוכן,https://chavrutai.com/search?q=Memucan&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q10328578,,,,,,,,
men of Neharde’a,names,,1,,,,,https://chavrutai.com/search?q=men+of+Neharde%E2%80%99a&type=talmud,,,,,,,,,,
Menaḥem,names,,7,,,,,https://chavrutai.com/search?q=Mena%E1%B8%A5em&type=talmud,,,,,,,,,,
Menaḥem ben Ḥizkiyya,names,Menahem ben Hezekiah,1,https://en.wikipedia.org/wiki/Menahem_ben_Hezekiah,,Menahem ben Hezekiah,,https://chavrutai.com/search?q=Mena%E1%B8%A5em+ben+%E1%B8%A4izkiyya&type=talmud,blog,Q6816415,,,,,70,,,
Menaḥem Yodafa,names,,2,,,,,https://chavrutai.com/search?q=Mena%E1%B8%A5em+Yodafa&type=talmud,,,,,,,,,,
"Menahem, son of Gadi",biblicalNames,,0,https://en.wikipedia.org/wiki/Menahem,https://he.wikipedia.org/wiki/%D7%9E%D7%A0%D7%97%D7%9D_%D7%91%D7%9F_%D7%92%D7%93%D7%99,Menahem,מנחם בן גדי,https://chavrutai.com/search?q=Menahem%2C+son+of+Gadi&type=talmud,biblical_names_api_review:no_exact_page; enwiki_api_exact,Q313212,Gadi,,,,-800,,-742,
Menashya bar Yirmeya,names,,1,,,,,https://chavrutai.com/search?q=Menashya+bar+Yirmeya&type=talmud,,,,,,,,,,
Menashya ben Menaḥem,names,,4,,,,,https://chavrutai.com/search?q=Menashya+ben+Mena%E1%B8%A5em&type=talmud,,,,,,,,,,
Mephibosheth,biblicalNames,,3,https://en.wikipedia.org/wiki/Mephibosheth,https://he.wikipedia.org/wiki/%D7%9E%D7%A4%D7%99%D7%91%D7%95%D7%A9%D7%AA,Mephibosheth,מפיבושת,https://chavrutai.com/search?q=Mephibosheth&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q851686,Jonathan,,,,-1015,,-974,
Merab,biblicalNames,,4,https://en.wikipedia.org/wiki/Merab,https://he.wikipedia.org/wiki/%D7%9E%D7%A8%D7%91_%D7%91%D7%AA_%D7%A9%D7%90%D7%95%D7%9C,Merab,מרב בת שאול,https://chavrutai.com/search?q=Merab&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q10581739,Saul,,,,,,,
Mercy,concepts,,228,,,,רחמים,https://chavrutai.com/search?q=Mercy&type=talmud,,,,,,,,,,
Mered,biblicalNames,,3,https://en.wikipedia.org/wiki/Mered,,Mered,,https://chavrutai.com/search?q=Mered&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q6818896,,,,,,,,
Meriv-Baal,biblicalNames,,1,,,,,https://chavrutai.com/search?q=Meriv-Baal&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Meron,talmudToponyms,,3,,,,,https://chavrutai.com/search?q=Meron&type=talmud,,,,,,,,,,
Meroz,biblicalPlaces,,2,,,,,https://chavrutai.com/search?q=Meroz&type=talmud,,,,,,,,,,
"Mesha, king of Moab",biblicalNames,,1,https://en.wikipedia.org/wiki/Mesha,https://he.wikipedia.org/wiki/%D7%9E%D7%99%D7%A9%D7%A2,Mesha,מישע,https://chavrutai.com/search?q=Mesha%2C+king+of+Moab&type=talmud,biblical_names_api_review:no_exact_page; enwiki_api_exact,Q350258,,,,,-850,,-850,
Meshullam,biblicalNames,,2,https://en.wikipedia.org/wiki/Meshullam,,Meshullam,,https://chavrutai.com/search?q=Meshullam&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q6821307,,,,,,,,
Messiah,biblicalNames;concepts,"Messiah ben David; Messiah ben Yosef; Messiah, son of David; Messiah, son of Yishai; the Messiah",78,https://en.wikipedia.org/wiki/Messiah,https://he.wikipedia.org/wiki/%D7%9E%D7%A9%D7%99%D7%97_(%D7%93%D7%AA%D7%95%D7%AA),Messiah,משיח (דתות),https://chavrutai.com/search?q=Messiah&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q51626,,,,,,,,
Metatron,names,,2,https://en.wikipedia.org/wiki/Metatron,https://he.wikipedia.org/wiki/%D7%9E%D7%98%D7%98%D7%A8%D7%95%D7%9F,Metatron,מטטרון,https://chavrutai.com/search?q=Metatron&type=talmud,blog,Q651204,,,,,,,,
Methuselah,biblicalNames,,4,https://en.wikipedia.org/wiki/Methuselah,https://he.wikipedia.org/wiki/%D7%9E%D7%AA%D7%95%D7%A9%D7%9C%D7%97,Methuselah,מתושלח,https://chavrutai.com/search?q=Methuselah&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q156290,Enoch,,,,-3317; -3074,ancient Near East,-2348; -2105,
metzora,concepts,,0,,,,,https://chavrutai.com/search?q=metzora&type=talmud,,,,,,,,,,
mezuza,concepts,Mezuzah,112,https://en.wikipedia.org/wiki/Mezuzah,https://he.wikipedia.org/wiki/%D7%9E%D7%96%D7%95%D7%96%D7%94,Mezuzah,מזוזה,https://chavrutai.com/search?q=mezuza&type=talmud,blog,Q247034,,,,,,,,
Miashan,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Miashan&type=talmud,,,,,,,,,,
Micah,biblicalNames,,11,https://en.wikipedia.org/wiki/Micah,,Micah,,https://chavrutai.com/search?q=Micah&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q15621258,,,,,,,,
Micaiah,biblicalNames,,2,https://en.wikipedia.org/wiki/Micaiah,https://he.wikipedia.org/wiki/%D7%9E%D7%99%D7%9B%D7%99%D7%94%D7%95_%D7%91%D7%9F_%D7%99%D7%9E%D7%9C%D7%94,Micaiah,מיכיהו בן ימלה,https://chavrutai.com/search?q=Micaiah&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q1531578,,,,,,,,
Michael the great ministering angel,biblicalNames,,2,,,,,https://chavrutai.com/search?q=Michael+the+great+ministering+angel&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Michal,biblicalNames,"Michal, daughter of Kushi",8,https://en.wikipedia.org/wiki/Michal,https://he.wikipedia.org/wiki/%D7%9E%D7%99%D7%9B%D7%9C,Michal,מיכל,https://chavrutai.com/search?q=Michal&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q1341397,Saul,,,,,,,
"Michal, the daughter of Saul",biblicalNames,,1,https://en.wikipedia.org/wiki/Michal,https://he.wikipedia.org/wiki/%D7%9E%D7%99%D7%9B%D7%9C,Michal,מיכל,https://chavrutai.com/search?q=Michal%2C+the+daughter+of+Saul&type=talmud,biblical_names_api_review:no_exact_page; enwiki_api_exact,Q1341397,Saul,,,,,,,
Midian,biblicalNations,,8,,,,,https://chavrutai.com/search?q=Midian&type=talmud,,,,,,,,,,
Migdal,talmudToponyms,,10,,,,,https://chavrutai.com/search?q=Migdal&type=talmud,,,,,,,,,,
Migdal Eder,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Migdal+Eder&type=talmud,,,,,,,,,,
Migdal Gedor,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Migdal+Gedor&type=talmud,,,,,,,,,,
Migdal Nunaya,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=Migdal+Nunaya&type=talmud,,,,,,,,,,
Mikhvar,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Mikhvar&type=talmud,,,,,,,,,,
Mikveh,concepts,,0,https://en.wikipedia.org/wiki/Mikveh,https://he.wikipedia.org/wiki/%D7%9E%D7%A7%D7%95%D7%95%D7%94,Mikveh,מקווה,https://chavrutai.com/search?q=Mikveh&type=talmud,blog,Q211351,,,,,,,,
mil,concepts,Mile,86,https://en.wikipedia.org/wiki/Mile#Roman,https://he.wikipedia.org/wiki/%D7%9E%D7%99%D7%9C_(%D7%99%D7%97%D7%99%D7%93%D7%AA_%D7%9E%D7%99%D7%93%D7%94),Mile,מיל (יחידת מידה),https://chavrutai.com/search?q=mil&type=talmud,blog,Q253276,,,,,,,,
minḥa,concepts,,44,,,,,https://chavrutai.com/search?q=min%E1%B8%A5a&type=talmud,,,,,,,,,,
ministering angels,concepts,,77,,,,,https://chavrutai.com/search?q=ministering+angels&type=talmud,,,,,,,,,,
Minyamin bar Ihi,names,,2,,,,,https://chavrutai.com/search?q=Minyamin+bar+Ihi&type=talmud,,,,,,,,,,
Minyamin Saksana,names,,1,,,,,https://chavrutai.com/search?q=Minyamin+Saksana&type=talmud,,,,,,,,,,
Minyamin the Egyptian convert,names,,-,,,,,https://chavrutai.com/search?q=Minyamin+the+Egyptian+convert&type=talmud,,,,,,,,,,
"Minyamin, Rav Ashi’s slave",names,,1,,,,,https://chavrutai.com/search?q=Minyamin%2C+Rav+Ashi%E2%80%99s+slave&type=talmud,,,,,,,,,,
"Minyamin, the servant of Rav Ashi",names,,1,,,,,https://chavrutai.com/search?q=Minyamin%2C+the+servant+of+Rav+Ashi&type=talmud,,,,,,,,,,
Minyumi the physician,names,,1,,,,,https://chavrutai.com/search?q=Minyumi+the+physician&type=talmud,,,,,,,,,,
Miriam,biblicalNames,,40,https://en.wikipedia.org/wiki/Miriam,https://he.wikipedia.org/wiki/%D7%9E%D7%A8%D7%99%D7%9D_%D7%94%D7%A0%D7%91%D7%99%D7%90%D7%94,Miriam,מרים הנביאה,https://chavrutai.com/search?q=Miriam&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q1938388,Amram,,,,-1400,Ancient Egypt,-1274,Kadesh
Miriam of Tarmod,names,,2,,,,,https://chavrutai.com/search?q=Miriam+of+Tarmod&type=talmud,,,,,,,,,,
"Miriam, daughter of Bilga",names,,1,,,,,https://chavrutai.com/search?q=Miriam%2C+daughter+of+Bilga&type=talmud,,,,,,,,,,
"Miriam, raiser of babies",names,,1,,,,,https://chavrutai.com/search?q=Miriam%2C+raiser+of+babies&type=talmud,,,,,,,,,,
"Miriam, raiser women’s hair",names,,2,,,,,https://chavrutai.com/search?q=Miriam%2C+raiser+women%E2%80%99s+hair&type=talmud,,,,,,,,,,
"Miriam, who braided women’s hair",names,,2,,,,,https://chavrutai.com/search?q=Miriam%2C+who+braided+women%E2%80%99s+hair&type=talmud,,,,,,,,,,
Mishael,biblicalNames,,26,,https://he.wikipedia.org/wiki/%D7%9E%D7%99%D7%A9%D7%90%D7%9C,,מישאל,https://chavrutai.com/search?q=Mishael&type=talmud,,Q6875484,,,,,,,,
Mishon,talmudToponyms,,3,,,,,https://chavrutai.com/search?q=Mishon&type=talmud,,,,,,,,,,
Mitatron,names,,2,,,,,https://chavrutai.com/search?q=Mitatron&type=talmud,,,,,,,,,,
mitzva,concepts,,1464,https://en.wikipedia.org/wiki/Mitzvah,https://he.wikipedia.org/wiki/%D7%9E%D7%A6%D7%95%D7%95%D7%94,Mitzvah,מצווה,https://chavrutai.com/search?q=mitzva&type=talmud,manual_concepts_top_missing_he,Q265424,,,,,,,,
mitzvot,concepts,Mitzvah,399,https://en.wikipedia.org/wiki/Mitzvah#Categories_of_mitzvot,https://he.wikipedia.org/wiki/%D7%9E%D7%A6%D7%95%D7%95%D7%94,Mitzvah,מצווה,https://chavrutai.com/search?q=mitzvot&type=talmud,blog,Q265424,,,,,,,,
Moab,biblicalNames;biblicalNations;biblicalPlaces,,30,https://en.wikipedia.org/wiki/Moab,https://he.wikipedia.org/wiki/%D7%9E%D7%95%D7%90%D7%91,Moab,מואב,https://chavrutai.com/search?q=Moab&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q326304,,,,,,,,
Moabite,biblicalNations,,34,,,,,https://chavrutai.com/search?q=Moabite&type=talmud,,,,,,,,,,
Modi’im,talmudToponyms,,12,,,,,https://chavrutai.com/search?q=Modi%E2%80%99im&type=talmud,,,,,,,,,,
monetary law,concepts,,82,,https://he.wikipedia.org/wiki/%D7%93%D7%99%D7%A0%D7%99_%D7%9E%D7%9E%D7%95%D7%A0%D7%95%D7%AA,,דיני ממונות,https://chavrutai.com/search?q=monetary+law&type=talmud,,Q7052705,,,,,,,,
Mordecai,biblicalNames,Mordecai and Esther,37,https://en.wikipedia.org/wiki/Mordecai,https://he.wikipedia.org/wiki/%D7%9E%D7%A8%D7%93%D7%9B%D7%99_%D7%94%D7%99%D7%94%D7%95%D7%93%D7%99,Mordecai,מרדכי היהודי,https://chavrutai.com/search?q=Mordecai&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q1136380,Jair,,,,,Hamadan,,
Moses,biblicalNames,,561,https://en.wikipedia.org/wiki/Moses,https://he.wikipedia.org/wiki/%D7%9E%D7%A9%D7%94,Moses,משה,https://chavrutai.com/search?q=Moses&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q9077,Amram,,,Joshua; Eleazar; Phinehas,-1393; -1526; -2000,Helwan,-1273; -1406; -1500,Mount Nebo
Moshe bar Atzari,names,,1,,,,,https://chavrutai.com/search?q=Moshe+bar+Atzari&type=talmud,,,,,,,,,,
Moshe bar Atzrei,names,,1,,,,,https://chavrutai.com/search?q=Moshe+bar+Atzrei&type=talmud,,,,,,,,,,
Motza,talmudToponyms,,3,https://en.wikipedia.org/wiki/Motza,https://he.wikipedia.org/wiki/%D7%9E%D7%95%D7%A6%D7%90,Motza,מוצא,https://chavrutai.com/search?q=Motza&type=talmud,blog,Q2916387,,,,,,,,
Mount Carmel,talmudToponyms,,4,https://en.wikipedia.org/wiki/Mount_Carmel,https://he.wikipedia.org/wiki/%D7%94%D7%9B%D7%A8%D7%9E%D7%9C,Mount Carmel,הכרמל,https://chavrutai.com/search?q=Mount+Carmel&type=talmud,blog,Q185318,,,,,,,,
Mount Ebal,talmudToponyms,,5,https://en.wikipedia.org/wiki/Mount_Ebal,https://he.wikipedia.org/wiki/%D7%94%D7%A8_%D7%A2%D7%99%D7%91%D7%9C,Mount Ebal,הר עיבל,https://chavrutai.com/search?q=Mount+Ebal&type=talmud,blog,Q1975866,,,,,,,,
Mount Eival,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Mount+Eival&type=talmud,,,,,,,,,,
Mount Ephraim,talmudToponyms,,0,,,,,https://chavrutai.com/search?q=Mount+Ephraim&type=talmud,,,,,,,,,,
Mount Gerizim,talmudToponyms,,9,https://en.wikipedia.org/wiki/Mount_Gerizim,https://he.wikipedia.org/wiki/%D7%94%D7%A8_%D7%92%D7%A8%D7%99%D7%96%D7%99%D7%9D,Mount Gerizim,הר גריזים,https://chavrutai.com/search?q=Mount+Gerizim&type=talmud,blog,Q1288751,,,,,,,,
Mount Horeb,talmudToponyms,,1,https://en.wikipedia.org/wiki/Mount_Horeb,,Mount Horeb,,https://chavrutai.com/search?q=Mount+Horeb&type=talmud,blog,Q1420926,,,,,,,,
Mount Judea,talmudToponyms,,0,,,,,https://chavrutai.com/search?q=Mount+Judea&type=talmud,,,,,,,,,,
Mount Moriah,talmudToponyms,,6,,,,,https://chavrutai.com/search?q=Mount+Moriah&type=talmud,,,,,,,,,,
Mount Naphtali,talmudToponyms,,0,,,,,https://chavrutai.com/search?q=Mount+Naphtali&type=talmud,,,,,,,,,,
Mount of Olives,talmudToponyms,,4,,,,,https://chavrutai.com/search?q=Mount+of+Olives&type=talmud,,,,,,,,,,
Mount Paran,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Mount+Paran&type=talmud,,,,,,,,,,
Mount Scopus,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Mount+Scopus&type=talmud,,,,,,,,,,
Mount Seir,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Mount+Seir&type=talmud,,,,,,,,,,
Mount Sinai,biblicalPlaces,,40,https://en.wikipedia.org/wiki/Mount_Sinai,https://he.wikipedia.org/wiki/%D7%92%27%D7%91%D7%9C_%D7%9E%D7%95%D7%A1%D7%90,Mount Sinai,ג'בל מוסא,https://chavrutai.com/search?q=Mount+Sinai&type=talmud,blog,Q377485,,,,,,,,
Mount Tabor,talmudToponyms,,2,https://en.wikipedia.org/wiki/Mount_Tabor,https://he.wikipedia.org/wiki/%D7%94%D7%A8_%D7%AA%D7%91%D7%95%D7%A8,Mount Tabor,הר תבור,https://chavrutai.com/search?q=Mount+Tabor&type=talmud,blog,Q193785,,,,,,,,
Mountains of Darkness,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Mountains+of+Darkness&type=talmud,,,,,,,,,,
Munbaz,names,,10,,,,,https://chavrutai.com/search?q=Munbaz&type=talmud,,,,,,,,,,
Mushekanei,talmudToponyms,,8,,,,,https://chavrutai.com/search?q=Mushekanei&type=talmud,,,,,,,,,,
Mushekhei,talmudToponyms,,3,,,,,https://chavrutai.com/search?q=Mushekhei&type=talmud,,,,,,,,,,
Mushkhei,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Mushkhei&type=talmud,,,,,,,,,,
Musya,talmudToponyms,,3,,,,,https://chavrutai.com/search?q=Musya&type=talmud,,,,,,,,,,
Na’ama the Ammonite,biblicalNames,,1,,,,,https://chavrutai.com/search?q=Na%E2%80%99ama+the+Ammonite&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Na’usa,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Na%E2%80%99usa&type=talmud,,,,,,,,,,
Naamah the Ammonite,biblicalNames,,2,,,,,https://chavrutai.com/search?q=Naamah+the+Ammonite&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Naaman,biblicalNames,,5,https://en.wikipedia.org/wiki/Naaman,https://he.wikipedia.org/wiki/%D7%A0%D7%A2%D7%9E%D7%9F_(%D7%93%D7%9E%D7%95%D7%AA_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA),Naaman,נעמן (דמות מקראית),https://chavrutai.com/search?q=Naaman&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q126778,,,,,,,,
Naaran,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Naaran&type=talmud,,,,,,,,,,
Naboth,biblicalNames,Naboth the Jezreelite,8,https://en.wikipedia.org/wiki/Naboth,https://he.wikipedia.org/wiki/%D7%A0%D7%91%D7%95%D7%AA_%D7%94%D7%99%D7%96%D7%A8%D7%A2%D7%90%D7%9C%D7%99,Naboth,נבות היזרעאלי,https://chavrutai.com/search?q=Naboth&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q44203,,,,,,,,
Nadav and Avihu,biblicalNames,Nadab and Abihu,5,https://en.wikipedia.org/wiki/Nadab_and_Abihu,https://he.wikipedia.org/wiki/%D7%A0%D7%93%D7%91_%D7%95%D7%90%D7%91%D7%99%D7%94%D7%95%D7%90,Nadab and Abihu,נדב ואביהוא,https://chavrutai.com/search?q=Nadav+and+Avihu&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q3869818,,,,,,,,
Naftuḥa,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Naftu%E1%B8%A5a&type=talmud,,,,,,,,,,
Naḥman bar Abba,names,,1,,,,,https://chavrutai.com/search?q=Na%E1%B8%A5man+bar+Abba&type=talmud,,,,,,,,,,
Naḥman the farmer,names,,1,,,,,https://chavrutai.com/search?q=Na%E1%B8%A5man+the+farmer&type=talmud,,,,,,,,,,
Nahor,biblicalNames,,4,,,,,https://chavrutai.com/search?q=Nahor&type=talmud,biblical_names_api_review:disambiguation_only,,,,,,,,,
Nahshon,biblicalNames,"Nahshon ben Amminadab; Nahshon, son of Amminadab",19,https://en.wikipedia.org/wiki/Nahshon,https://he.wikipedia.org/wiki/%D7%A0%D7%97%D7%A9%D7%95%D7%9F_%D7%91%D7%9F_%D7%A2%D7%9E%D7%99%D7%A0%D7%93%D7%91,Nahshon,נחשון בן עמינדב,https://chavrutai.com/search?q=Nahshon&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q1784980,Amminadab,,,,,Ancient Egypt,-1312,
Naḥum HaMadi,names,,1,,,,,https://chavrutai.com/search?q=Na%E1%B8%A5um+HaMadi&type=talmud,,,,,,,,,,
Naḥum of Galia,names,,2,,,,,https://chavrutai.com/search?q=Na%E1%B8%A5um+of+Galia&type=talmud,,,,,,,,,,
Naḥum of Gam Zo,names,,4,,,,,https://chavrutai.com/search?q=Na%E1%B8%A5um+of+Gam+Zo&type=talmud,,,,,,,,,,
Naḥum of Gam Zu,names,,4,,,,,https://chavrutai.com/search?q=Na%E1%B8%A5um+of+Gam+Zu&type=talmud,,,,,,,,,,
Naḥum the Elder,names,,1,,,,,https://chavrutai.com/search?q=Na%E1%B8%A5um+the+Elder&type=talmud,,,,,,,,,,
Naḥum the Mede,names,,9,https://en.wikipedia.org/wiki/Nahum_the_Mede,https://he.wikipedia.org/wiki/%D7%A0%D7%97%D7%95%D7%9D_%D7%94%D7%9E%D7%93%D7%99,Nahum the Mede,נחום המדי,https://chavrutai.com/search?q=Na%E1%B8%A5um+the+Mede&type=talmud,wikidata_seed_qid,Q2895176,,,,,1,Nusaybin,,
Naḥum the Scribe,names,,1,,,,,https://chavrutai.com/search?q=Na%E1%B8%A5um+the+Scribe&type=talmud,,,,,,,,,,
Naḥuma ben Apakshiyon,names,,1,,,,,https://chavrutai.com/search?q=Na%E1%B8%A5uma+ben+Apakshiyon&type=talmud,,,,,,,,,,
Nakai,names,,4,,,,,https://chavrutai.com/search?q=Nakai&type=talmud,,,,,,,,,,
Namer,talmudToponyms,,3,,,,,https://chavrutai.com/search?q=Namer&type=talmud,,,,,,,,,,
Namori,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Namori&type=talmud,,,,,,,,,,
Nanai bar Ḥavai,names,,-,,,,,https://chavrutai.com/search?q=Nanai+bar+%E1%B8%A4avai&type=talmud,,,,,,,,,,
"Nanai, son of Rav Yosef, son of Rava",names,,1,,,,,https://chavrutai.com/search?q=Nanai%2C+son+of+Rav+Yosef%2C+son+of+Rava&type=talmud,,,,,,,,,,
Naomi,biblicalNames,,3,,,Naomi,,https://chavrutai.com/search?q=Naomi&type=talmud,biblical_names_api_review:disambiguation_only,,,,,,,,,
Naomi’s father,biblicalNames,,1,,,,,https://chavrutai.com/search?q=Naomi%E2%80%99s+father&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Naphtali,biblicalNames,,4,https://en.wikipedia.org/wiki/Naphtali,https://he.wikipedia.org/wiki/%D7%A0%D7%A4%D7%AA%D7%9C%D7%99,Naphtali,נפתלי,https://chavrutai.com/search?q=Naphtali&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q1771963,Jacob,,,,,,,
Neresh,talmudToponyms,Naresh (city),21,https://en.wikipedia.org/wiki/Naresh_(city),https://he.wikipedia.org/wiki/%D7%A0%D7%A8%D7%A9,Naresh (city),נרש,https://chavrutai.com/search?q=Neresh&type=talmud,blog,Q269168,,,,,,,,
Nashikiya,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Nashikiya&type=talmud,,,,,,,,,,
Nashyan,biblicalNames,,1,,,,,https://chavrutai.com/search?q=Nashyan&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Nasi,concepts,Nasi (Hebrew title),117,https://en.wikipedia.org/wiki/Nasi_(Hebrew_title)#Second_Temple_period,https://he.wikipedia.org/wiki/%D7%A0%D7%A9%D7%99%D7%90_(%D7%AA%D7%95%D7%90%D7%A8_%D7%9E%D7%A7%D7%A8%D7%90%D7%99),Nasi (Hebrew title),נשיא (תואר מקראי),https://chavrutai.com/search?q=Nasi&type=talmud,blog,Q1279683,,,,,,,,
Natan bar Mar Zutra,names,,1,,,,,https://chavrutai.com/search?q=Natan+bar+Mar+Zutra&type=talmud,,,,,,,,,,
"Natan bar Sheila, chief butcher of Tzippori",names,,1,,,,,https://chavrutai.com/search?q=Natan+bar+Sheila%2C+chief+butcher+of+Tzippori&type=talmud,,,,,,,,,,
"Natan bar Sheila, head of the butchers of Tzippori",names,,1,,,,,https://chavrutai.com/search?q=Natan+bar+Sheila%2C+head+of+the+butchers+of+Tzippori&type=talmud,,,,,,,,,,
Natan detzutzita,names,,-,,,,,https://chavrutai.com/search?q=Natan+detzutzita&type=talmud,,,,,,,,,,
Natan the Babylonian,names,,3,,,,,https://chavrutai.com/search?q=Natan+the+Babylonian&type=talmud,,,,,,,,,,
Nathan the prophet,biblicalNames,,1,,,,,https://chavrutai.com/search?q=Nathan+the+prophet&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Natzvat bat Ada’el,biblicalNames,,1,,,,,https://chavrutai.com/search?q=Natzvat+bat+Ada%E2%80%99el&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Nayyoli,names,,1,,,,,https://chavrutai.com/search?q=Nayyoli&type=talmud,,,,,,,,,,
Nazirite,concepts,,687,https://en.wikipedia.org/wiki/Nazirite,https://he.wikipedia.org/wiki/%D7%A0%D7%96%D7%99%D7%A8_(%D7%99%D7%94%D7%93%D7%95%D7%AA),Nazirite,נזיר (יהדות),https://chavrutai.com/search?q=Nazirite&type=talmud,curated_tree,Q834316,,,,,,,,
Ne’oran,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Ne%E2%80%99oran&type=talmud,,,,,,,,,,
Nebaioth,biblicalNames,,3,https://en.wikipedia.org/wiki/Nebaioth,https://he.wikipedia.org/wiki/%D7%A0%D7%91%D7%99%D7%95%D7%AA,Nebaioth,נביות,https://chavrutai.com/search?q=Nebaioth&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q3773487,Ishmael,,,,,,,
Nebo,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Nebo&type=talmud,,,,,,,,,,
Nebuchadnezzar,biblicalNames,Nebuchadnezzar II; Nebuchadnezzar the wicked,42,https://en.wikipedia.org/wiki/Nebuchadnezzar_II,https://he.wikipedia.org/wiki/%D7%A0%D7%91%D7%95%D7%9B%D7%93%D7%A0%D7%90%D7%A6%D7%A8_%D7%94%D7%A9%D7%A0%D7%99,Nebuchadnezzar II,נבוכדנאצר השני,https://chavrutai.com/search?q=Nebuchadnezzar&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q12591,Nabopolassar,,,,-642,Uruk,-561; -562,Babylon
Nefata,names,,1,,,,,https://chavrutai.com/search?q=Nefata&type=talmud,,,,,,,,,,
